21279	2.157655	1.135556	2
45064	11.421327	0.912317	3
13259	2.805703	0.180230	2
69080	5.502867	1.062926	1
65569	10.763231	1.602730	1
7138	0.000000	0.615377	2
68052	11.984085	0.102017	1
9227	3.356739	0.658587	2
70613	7.227640	0.270958	1
7231	1.477390	1.324343	2
16705	4.972341	0.984269	2
69964	14.486567	1.619083	1
8802	1.007362	0.968010	2
44241	11.826231	0.933070	3
39769	2.751913	0.981174	1
17277	1.755942	0.085285	2
34412	7.032271	0.380202	3
10576	1.771205	0.445001	2
30571	7.597817	0.381202	3
82361	14.588566	0.749569	1
7085	1.641691	1.021602	2
22530	10.440804	0.003190	3
5309	4.101648	1.336945	2
23210	5.092977	1.072548	1
54890	4.442038	1.058421	1
67743	8.875731	1.619603	1
59904	4.885842	1.013137	1
0	3.759349	0.587949	2
34830	9.304326	1.667329	3
9594	2.569858	0.649210	2
27085	8.729301	0.452237	3
8943	1.238701	1.276179	2
33889	6.733927	1.255588	1
10336	0.000000	0.497730	2
61471	7.511411	0.972810	1
35583	0.953155	1.197694	1
14600	6.544557	0.384632	2
32464	12.884918	1.070766	3
46298	3.159677	1.695068	1
73418	9.206093	0.733684	1
37469	11.620363	0.128514	3
58175	2.210863	0.759168	1
17262	8.796696	1.024364	3
32710	11.143624	0.785882	3
63336	3.380225	0.716365	1
39282	9.849615	0.242851	3
36294	4.314053	0.956705	1
30700	10.247345	0.429482	3
36151	6.544504	0.818736	3
4708	0.000000	0.847144	2
23732	9.303481	1.393546	3
11784	5.281939	0.300681	2
59882	0.946486	1.385628	1
67318	9.776860	0.605643	1
13248	5.726465	1.196004	2
32869	2.700875	0.933223	1
46446	9.613063	1.511675	3
16919	3.174831	0.087086	2
3022	2.309310	0.217994	2
6255	5.729961	1.506303	2
4835	0.825018	0.024163	2
10075	3.563878	1.016991	2
14987	3.958174	0.054605	2
6434	4.188905	1.255774	2
70542	9.748384	1.103841	1
69909	18.859885	0.202393	1
42276	1.007826	0.782281	1
18698	1.249726	0.671901	2
34771	12.606040	0.033722	3
33861	9.776309	0.728076	3
68909	10.856857	0.998856	1
75227	12.487737	0.950656	1
9853	5.104469	1.348805	2
52001	2.342162	0.271978	1
8544	3.987384	0.693733	2
58506	4.671574	1.033549	1
6172	3.330104	0.923899	2
25454	14.615908	1.249453	3
32345	13.599781	1.513283	3
27831	4.479467	1.056472	1
45096	11.053101	1.625863	3
35336	7.387538	1.630153	3
5686	0.819381	0.787941	2
14689	10.029887	1.608272	3
50580	11.905444	1.292909	3
15475	2.469622	1.373691	2
58206	3.696932	0.411304	1
17865	8.818910	0.967297	3
37649	12.479219	1.489392	3
13721	0.000000	1.344499	2
25541	10.012563	0.691784	3
22186	6.154907	1.223738	3
41823	10.192723	0.822936	3
8347	4.852756	0.849900	2
10261	0.328049	0.199303	2
57548	1.080255	1.201057	1
24848	11.980472	0.024579	3
11830	1.963581	0.308788	2
71568	8.138892	0.595995	1
66489	6.427411	0.997228	1
10061	0.287570	0.497933	2
11964	1.291325	1.503691	2
12856	5.206622	1.199476	2
25994	6.195858	0.630995	3
23204	4.782091	0.390433	3
66174	6.953373	0.677886	1
69525	11.085314	1.408081	1
10848	2.750023	0.138495	2
24518	12.083922	0.713808	3
11352	7.416841	1.696744	2
7504	7.330959	1.276846	2
11999	3.132526	0.927308	2
32601	3.882242	0.697511	1
45308	2.326555	0.481646	1
35355	6.540042	0.836899	3
25494	4.262283	0.203463	1
2554	3.471247	0.255641	2
50126	5.459769	0.783758	1
71177	13.229277	1.127292	1
63208	4.984771	0.838591	1
10879	3.974007	1.337973	2
63066	10.891077	0.303677	1
13439	6.018973	1.260503	2
53718	10.029846	1.667246	3
38809	12.893300	1.235976	3
41647	7.254142	0.492337	3
31807	1.540979	0.449642	1
49523	11.298735	0.133847	3
25072	11.251559	0.875366	3
10423	5.192247	1.329659	2
27527	6.931850	1.001225	3
7977	5.596869	1.119672	2
72362	10.405512	0.622256	1
37710	12.879635	1.428096	3
2095	0.000000	0.087602	2
29289	7.851943	0.474899	3
27099	9.004033	1.637231	3
21986	9.042934	0.623729	3
73871	9.120489	0.443950	1
21117	0.000000	1.152625	2
24741	4.827743	1.015566	1
9197	3.783540	0.456481	2
25369	10.594472	1.173797	3
67957	7.818015	0.683997	1
11157	2.788427	1.022084	2
39593	9.061213	0.564868	3
67246	4.595287	0.895756	1
13123	5.730006	1.059479	2
29653	9.026877	0.105415	3
33140	10.992677	1.407487	3
5040	6.487247	0.559537	2
11026	6.844276	0.765691	2
46600	9.930186	1.207820	3
51935	9.975226	0.128587	3
9571	2.846644	1.109991	2
8711	0.000000	0.795450	2
6618	2.915688	0.662038	2
15974	3.855356	1.330938	2
70036	5.485501	0.358051	1
80097	13.678839	0.036119	1
12204	1.373007	0.700689	2
29485	4.154793	0.867759	1
45720	4.470337	1.099749	1
70633	8.866548	1.214810	1
61346	7.117392	0.129139	1
59990	7.151238	0.954593	1
44848	7.981970	1.188782	3
6996	1.358464	1.302711	2
5742	3.449751	0.426676	2
9554	6.625994	0.946005	2
76170	13.782395	0.190322	1
32786	9.055710	1.614850	3
47249	9.886815	1.147990	3
30858	2.410637	0.957455	3
25915	9.536154	0.326047	3
30260	8.602562	1.224177	3
16071	0.000000	0.493029	2
42570	7.126879	0.983061	3
44086	9.413734	1.682967	3
8889	5.219916	0.661136	2
32778	2.018557	0.390599	1
28206	6.519848	0.459057	3
6456	7.328192	0.692936	2
52112	6.897103	0.576571	3
55750	4.547474	0.442953	1
48648	12.091250	0.253153	3
76830	9.178594	1.685272	1
16513	8.491825	1.429596	3
54035	13.062235	1.001611	3
28808	12.007099	1.432871	3
27127	13.320100	0.736078	3
12218	5.557144	0.357689	2
14528	5.157435	0.344797	2
29894	13.981410	1.258921	3
47199	0.000000	0.640537	1
44935	2.573011	1.168304	1
13849	1.529421	1.196898	2
73952	10.760141	1.671718	1
52779	0.000000	0.423858	1
9530	3.629203	1.669080	2
12420	4.475966	0.362596	2
42025	11.699760	0.968121	3
28731	8.612830	0.531220	3
37558	6.118748	1.393991	1
41197	10.336300	0.531665	3
23133	10.793654	1.227587	3
44992	9.770861	0.300831	3
56582	1.832095	0.501589	1
43985	11.947032	0.760747	3
17839	5.502897	1.531235	2
24420	10.806285	0.441000	3
7351	0.000000	0.439873	2
27306	3.119831	1.135280	1
23165	10.024518	0.487658	3
6679	5.317962	1.591709	2
